,Prediction,Anchors,Precision
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND overflow <= 0.00 AND vulner <= 0.00 AND bug > 0.05 AND tiff <= 0.00 AND haswel <= 0.00 AND icl <= 0.00,0.9508196721311475
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND overflow <= 0.00 AND vulner <= 0.00 AND inject <= 0.00 AND oem <= 0.00 AND gcp <= 0.00 AND arbitrari <= 0.00 AND insecur <= 0.00,0.9529311487830286
0,Negative,modules > 0.00 AND linux <= 0.15 AND cve <= 0.00 AND secur <= 0.00,0.9501607717041801
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND vulner <= 0.00 AND bug > 0.04 AND haswel <= 0.00 AND overflow <= 0.00,0.9511784511784511
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND bug > 0.06 AND microreleas <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00,0.9560772434683832
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND bug > 0.05 AND vulner <= 0.00,0.9546436285097192
0,Positive,linux > 0.15,0.9950248756218906
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND 0.04 < bug <= 0.05 AND inject <= 0.00,0.9518072289156626
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND bug > 0.04 AND installation <= 0.00 AND oem <= 0.00 AND haswel <= 0.00,0.9516129032258065
0,Positive,secur > 0.00,0.9903846153846154
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND 0.05 < bug <= 0.06 AND overflow <= 0.00 AND gcp <= 0.00,0.9552238805970149
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND overflow <= 0.00 AND vulner <= 0.00 AND gcp <= 0.00 AND inject <= 0.00 AND arbitrari <= 0.00 AND overrun <= 0.00 AND haswel <= 0.00,0.9503105590062112
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND bug > 0.06 AND vulner <= 0.00 AND microreleas <= 0.00 AND oem <= 0.00 AND overflow <= 0.00,0.9588213071401587
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND installation <= 0.00 AND microreleas <= 0.00 AND inject <= 0.00 AND arbitrari <= 0.00 AND insecur <= 0.00,0.9549795361527967
0,Positive,linux > 0.15,0.990990990990991
0,Positive,linux > 0.00,0.9714285714285714
0,Negative,source > 0.00 AND 0.05 < bug <= 0.06 AND cve <= 0.00 AND secur <= 0.00 AND oem <= 0.00 AND vulner <= 0.00 AND tracker <= 0.00 AND overflow <= 0.00 AND inject <= 0.00 AND patchset <= 0.00 AND snapdragon <= 0.00 AND haswel <= 0.00 AND gcp <= 0.00 AND arbitrari <= 0.00 AND escal <= 0.00 AND icl <= 0.00 AND vmsplice <= 0.00,0.9507628294036061
0,Negative,source > 0.00 AND cve <= 0.00 AND secur <= 0.00 AND tracker <= 0.00 AND vulner <= 0.00 AND oem <= 0.00 AND overflow <= 0.00 AND patchset <= 0.00 AND snapdragon <= 0.00 AND inject <= 0.00 AND hisi_sa <= 0.00 AND arbitrari <= 0.00 AND hisilicon <= 0.00 AND gcp <= 0.00 AND oracl <= 0.00 AND microreleas <= 0.00 AND scalabl <= 0.00 AND ubuntu_kernel_selftest <= 0.00 AND haswel <= 0.00 AND escal <= 0.00 AND leakag <= 0.00 AND icl <= 0.00 AND shiftf <= 0.00 AND ic <= 0.00 AND vfio <= 0.00 AND usn <= 0.00 AND hn <= 0.00 AND vmd <= 0.00 AND tiff <= 0.00 AND vmsplice <= 0.00 AND tgl <= 0.00 AND libvl <= 0.00 AND exercis <= 0.00 AND ena <= 0.00 AND moodl <= 0.00 AND usrmerg <= 0.00 AND insecur <= 0.00 AND thinkpad_acpi <= 0.00 AND lha <= 0.00 AND overrun <= 0.00 AND malici <= 0.00 AND tcm_loop <= 0.00 AND coinstal <= 0.00 AND autoar <= 0.00 AND warti <= 0.00 AND hv_kvp_daemon <= 0.00 AND runc <= 0.00 AND plaintext <= 0.00 AND rtlbe <= 0.00 AND lro <= 0.00 AND dsbl <= 0.00 AND ccw <= 0.00 AND assort <= 0.00 AND profileinfo <= 0.00 AND propertieschang <= 0.00 AND hsw <= 0.00 AND oldroot <= 0.00 AND cc_set_password <= 0.00 AND loal <= 0.00 AND mod_includ <= 0.00 AND netn <= 0.00 AND minilzo <= 0.00 AND opens <= 0.00 AND rsvg_filter_primitive_rend <= 0.00,0.9262800740283775
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND bug > 0.04 AND oem <= 0.00,0.955288985823337
0,Positive,linux > 0.00,0.9800995024875622
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND oem <= 0.00 AND arbitrari <= 0.00 AND inject <= 0.00 AND gcp <= 0.00 AND insecur <= 0.00,0.9529839026305458
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND overflow <= 0.00 AND arbitrari <= 0.00 AND vulner <= 0.00 AND bug <= 0.05,0.9553264604810997
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND vulner <= 0.00 AND bug > 0.05 AND overflow <= 0.00,0.9520958083832335
0,Negative,linux <= 0.00 AND ubiqu > 0.00,1.0
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND gcp <= 0.00 AND bug > 0.04 AND installation <= 0.00 AND guid > 0.00,0.990990990990991
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND overflow <= 0.00 AND vulner <= 0.00 AND oem <= 0.00,0.9540816326530612
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND arbitrari <= 0.00 AND oem <= 0.00 AND haswel <= 0.00,0.9522968197879859
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND 0.05 < bug <= 0.06 AND overflow <= 0.00 AND gcp <= 0.00,0.9530855286900036
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND bug > 0.04 AND vulner <= 0.00 AND ic <= 0.00 AND hn <= 0.00 AND leakag <= 0.00,0.9523026315789473
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND bug > 0.06 AND oem <= 0.00,0.9547169811320755
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND overflow <= 0.00 AND vulner <= 0.00 AND oem <= 0.00 AND microreleas <= 0.00,0.9513677811550152
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND overflow <= 0.00 AND vulner <= 0.00 AND bug > 0.05 AND gcp <= 0.00 AND oem <= 0.00 AND microreleas <= 0.00,0.9547477744807121
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND bug > 0.06,0.9607843137254902
0,Positive,linux > 0.00 AND source <= 0.00,0.978448275862069
0,Positive,linux > 0.15,0.9800995024875622
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND overflow <= 0.00 AND vulner <= 0.00 AND oem <= 0.00 AND arbitrari <= 0.00 AND inject <= 0.00 AND escal <= 0.00 AND gcp <= 0.00,0.9512509197939661
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND inject <= 0.00 AND arbitrari <= 0.00 AND escal <= 0.00 AND microreleas <= 0.00 AND tiff <= 0.00,0.9504830917874396
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND arbitrari <= 0.00 AND oem <= 0.00 AND inject <= 0.00 AND insecur <= 0.00 AND bug <= 0.04,0.9548611111111112
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND escal <= 0.00 AND inject <= 0.00 AND icl <= 0.00,0.9542682926829268
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND oem <= 0.00 AND arbitrari <= 0.00 AND gcp <= 0.00 AND inject <= 0.00 AND escal <= 0.00 AND haswel <= 0.00,0.953305504319969
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND arbitrari <= 0.00 AND gcp <= 0.00 AND inject <= 0.00 AND oem <= 0.00,0.950594353640416
0,Positive,ossa > 0.00,0.9800995024875622
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND bug > 0.06 AND microreleas <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00,0.9555220505088579
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND bug > 0.05 AND vulner <= 0.00 AND overflow <= 0.00 AND escal <= 0.00 AND haswel <= 0.00,0.9556451612903226
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND installation <= 0.00 AND inject <= 0.00 AND oem <= 0.00 AND gcp <= 0.00,0.9554531490015361
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND bug > 0.06 AND vulner <= 0.00 AND oem <= 0.00 AND overflow <= 0.00 AND microreleas <= 0.00,0.9553368660105981
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND overflow <= 0.00 AND gcp <= 0.00 AND bug > 0.04 AND tiff <= 0.00,0.9517543859649122
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND vulner <= 0.00 AND 0.05 < bug <= 0.06,0.9740932642487047
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND overflow <= 0.00 AND vulner <= 0.00 AND oem <= 0.00 AND gcp <= 0.00 AND inject <= 0.00 AND arbitrari <= 0.00,0.9504378789336926
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND oem <= 0.00 AND inject <= 0.00 AND gcp <= 0.00 AND overrun <= 0.00,0.9503610108303249
0,Positive,linux > 0.00,1.0
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND bug > 0.05 AND vulner <= 0.00 AND overflow <= 0.00 AND microreleas <= 0.00 AND patchset <= 0.00,0.9541666666666667
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND vulner <= 0.00 AND oem <= 0.00,0.9522998296422487
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND bug > 0.05 AND vulner <= 0.00 AND gcp <= 0.00 AND overflow <= 0.00 AND microreleas <= 0.00 AND oem <= 0.00,0.9517752041010062
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND bug > 0.06 AND overflow <= 0.00 AND oem <= 0.00 AND vulner <= 0.00,0.9501246882793017
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND bug > 0.05 AND vulner <= 0.00 AND overflow <= 0.00 AND gcp <= 0.00,0.9516847922980923
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND insecur <= 0.00 AND microreleas <= 0.00 AND bug > 0.05,0.9579288025889967
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND arbitrari <= 0.00 AND bug <= 0.05,0.9511568123393316
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND 0.05 < bug <= 0.06 AND vulner <= 0.00 AND overflow <= 0.00 AND gcp <= 0.00,0.9534714649218466
0,Positive,oem > 0.00 AND bug > 0.06 AND ubiqu <= 0.00 AND meta <= 0.00 AND guid <= 0.00 AND minilzo <= 0.00 AND libsa <= 0.00 AND doinstal <= 0.00 AND craft <= 0.00 AND favor <= 0.00 AND overrun <= 0.00 AND hsw <= 0.00 AND libjcat <= 0.00 AND xmon <= 0.00 AND foc <= 0.00 AND omni <= 0.00 AND localedef <= 0.00 AND profileinfo <= 0.00 AND vmd <= 0.00 AND tcm_loop <= 0.00 AND advers <= 0.00 AND lha <= 0.00 AND sslv <= 0.00 AND vmsplice <= 0.00 AND witherspoon <= 0.00 AND hv_kvp_daemon <= 0.00 AND dtc <= 0.00 AND srvxkbfreegeomrow <= 0.00 AND propertieschang <= 0.00 AND kconfig <= 0.00 AND euclid <= 0.00 AND pstore <= 0.00 AND vfio <= 0.00 AND libvl <= 0.00 AND assort <= 0.00 AND stix <= 0.00 AND gicv <= 0.00 AND collid <= 0.00 AND psk <= 0.00 AND guidelin <= 0.00 AND loal <= 0.00 AND folsom <= 0.00 AND ccw <= 0.00 AND moodl <= 0.00 AND fetchmail <= 0.00 AND imagecach <= 0.00 AND exposur <= 0.00 AND discount <= 0.00 AND cc_set_password <= 0.00 AND dsbl <= 0.00 AND plaintext <= 0.00 AND netn <= 0.00 AND mod_includ <= 0.00 AND loggerhead <= 0.00 AND installation <= 0.00 AND warti <= 0.00 AND opens <= 0.00 AND iscsid <= 0.00 AND kbl <= 0.00 AND archives <= 0.00 AND libxin <= 0.00 AND rewrit <= 0.00,0.7310443490701002
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND gcp <= 0.00 AND tiff <= 0.00 AND microreleas <= 0.00 AND bug > 0.05,0.9515669515669516
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND oem <= 0.00 AND gcp <= 0.00 AND inject <= 0.00 AND insecur <= 0.00 AND arbitrari <= 0.00,0.9526420266565838
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND bug > 0.05 AND vulner <= 0.00 AND oem <= 0.00,0.952191235059761
0,Positive,linux > 0.15,0.9950248756218906
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND bug > 0.05 AND hisi_sa <= 0.00,0.952054794520548
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND bug > 0.05 AND vulner <= 0.00 AND overflow <= 0.00 AND gcp <= 0.00 AND microreleas <= 0.00,0.9530786350148368
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND oem <= 0.00 AND inject <= 0.00 AND arbitrari <= 0.00 AND gcp <= 0.00 AND insecur <= 0.00,0.9523903013644841
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND arbitrari <= 0.00 AND overrun <= 0.00 AND escal <= 0.00 AND oem <= 0.00,0.9506849315068493
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND overflow <= 0.00 AND gcp <= 0.00 AND bug > 0.04 AND oem <= 0.00 AND haswel <= 0.00 AND escal <= 0.00 AND insecur <= 0.00,0.9543650793650794
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND inject <= 0.00 AND escal <= 0.00,0.9541284403669725
0,Positive,linux > 0.00,0.9671641791044776
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND oem <= 0.00 AND arbitrari <= 0.00 AND gcp <= 0.00 AND inject <= 0.00 AND insecur <= 0.00,0.9529342837613515
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND inject <= 0.00 AND hisilicon <= 0.00 AND gcp <= 0.00 AND oem <= 0.00,0.9500756429652042
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND bug > 0.06 AND vulner <= 0.00 AND microreleas <= 0.00 AND overflow <= 0.00,0.9519618628529519
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND 0.05 < bug <= 0.06 AND vulner <= 0.00 AND arbitrari <= 0.00 AND gcp <= 0.00,0.9548611111111112
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND bug > 0.05 AND hisi_sa <= 0.00 AND overflow <= 0.00,0.950354609929078
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND vulner <= 0.00 AND bug > 0.05 AND arbitrari <= 0.00,0.9551282051282052
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND insecur <= 0.00 AND overflow <= 0.00 AND gcp <= 0.00 AND bug > 0.04,0.9523809523809523
0,Negative,linux <= 0.00 AND ubiqu > 0.00,1.0
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00,0.9502551020408163
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND inject <= 0.00 AND oem <= 0.00 AND gcp <= 0.00 AND arbitrari <= 0.00 AND insecur <= 0.00 AND haswel <= 0.00,0.9529906176700548
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND overflow <= 0.00 AND bug > 0.04 AND vulner <= 0.00 AND icl <= 0.00 AND usn <= 0.00,0.9538152610441767
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND bug > 0.05 AND gcp <= 0.00 AND microreleas <= 0.00 AND oem <= 0.00,0.9533308242378622
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND bug > 0.05 AND vulner <= 0.00 AND gcp <= 0.00 AND overflow <= 0.00 AND microreleas <= 0.00,0.9561075831154278
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND overflow <= 0.00 AND vulner <= 0.00 AND oem <= 0.00 AND arbitrari <= 0.00 AND gcp <= 0.00 AND insecur <= 0.00,0.9504611581249406
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND insecur <= 0.00 AND oem <= 0.00 AND usrmerg <= 0.00 AND arbitrari <= 0.00 AND usn <= 0.00,0.9515477792732167
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND overflow <= 0.00 AND vulner <= 0.00 AND bug > 0.04 AND gcp <= 0.00 AND oem <= 0.00 AND arbitrari <= 0.00 AND microreleas <= 0.00,0.9522718594883544
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND overflow <= 0.00 AND vulner <= 0.00 AND inject <= 0.00 AND arbitrari <= 0.00 AND escal <= 0.00,0.952
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND bug > 0.05 AND vulner <= 0.00 AND overflow <= 0.00 AND microreleas <= 0.00 AND gcp <= 0.00,0.9524081477251095
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND bug > 0.05 AND vulner <= 0.00 AND overflow <= 0.00 AND microreleas <= 0.00 AND gcp <= 0.00,0.9508586043112898
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND oem <= 0.00 AND gcp <= 0.00 AND insecur <= 0.00 AND arbitrari <= 0.00 AND bug <= 0.04,0.9534883720930233
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND escal <= 0.00,0.953125
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND overflow <= 0.00 AND bug > 0.04 AND vulner <= 0.00 AND gcp <= 0.00,0.9538461538461539
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND bug > 0.06 AND microreleas <= 0.00 AND vulner <= 0.00 AND oem <= 0.00 AND overflow <= 0.00,0.9566898685228151
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND bug > 0.05 AND vulner <= 0.00 AND microreleas <= 0.00 AND patchset <= 0.00,0.950354609929078
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND overflow <= 0.00 AND vulner <= 0.00 AND arbitrari <= 0.00 AND oem <= 0.00 AND insecur <= 0.00 AND gcp <= 0.00 AND haswel <= 0.00 AND inject <= 0.00,0.9510502987088071
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND overflow <= 0.00 AND vulner <= 0.00 AND tiff <= 0.00,0.9547038327526133
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND vulner <= 0.00 AND bug > 0.05,0.9550561797752809
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND bug > 0.04 AND vulner <= 0.00 AND overflow <= 0.00 AND mariadb <= 0.00 AND arbitrari <= 0.00 AND gcp <= 0.00,0.9554263565891473
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND bug > 0.04 AND vulner <= 0.00 AND overflow <= 0.00,0.953416149068323
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND bug > 0.06 AND microreleas <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00,0.9522566206639314
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND gcp <= 0.00 AND inject <= 0.00 AND oem <= 0.00 AND arbitrari <= 0.00 AND insecur <= 0.00,0.9502838128792327
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND oem <= 0.00 AND arbitrari <= 0.00 AND inject <= 0.00 AND insecur <= 0.00 AND bug <= 0.04,0.9502912621359223
0,Positive,cve > 0.00,1.0
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND oem <= 0.00 AND inject <= 0.00 AND escal <= 0.00 AND arbitrari <= 0.00 AND gcp <= 0.00,0.9505794464131788
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND bug > 0.05 AND overflow <= 0.00,0.9508196721311475
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND bug > 0.04 AND gcp <= 0.00 AND oem <= 0.00 AND installation <= 0.00 AND microreleas <= 0.00,0.9532533164876816
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND bug > 0.06 AND vulner <= 0.00 AND microreleas <= 0.00 AND oem <= 0.00,0.9541634835752483
0,Positive,vulner > 0.00,1.0
0,Positive,linux > 0.00,0.9900497512437811
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND 0.05 < bug <= 0.06 AND gcp <= 0.00 AND overflow <= 0.00,0.9522451888809693
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND overflow <= 0.00 AND oem <= 0.00 AND inject <= 0.00 AND gcp <= 0.00 AND arbitrari <= 0.00,0.9520426287744227
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND overflow <= 0.00 AND vulner <= 0.00 AND bug > 0.05 AND gcp <= 0.00 AND oem <= 0.00,0.9518207282913165
0,Negative,linux <= 0.00 AND ubuntu_kernel_selftest <= 0.00 AND cve <= 0.00 AND bug > 0.06 AND secur <= 0.00 AND vulner <= 0.00,0.9544159544159544
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND bug > 0.04 AND gcp <= 0.00 AND arbitrari <= 0.00 AND usn <= 0.00,0.9507895703268454
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND haswel <= 0.00 AND gcp <= 0.00 AND bug > 0.04,0.9524752475247524
0,Positive,linux > 0.00,0.9782608695652174
0,Negative,linux <= 0.00 AND ubiqu > 0.00 AND secur <= 0.00,0.9602649006622517
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND vulner <= 0.00 AND overflow <= 0.00 AND oem <= 0.00 AND arbitrari <= 0.00 AND gcp <= 0.00 AND inject <= 0.00,0.9505336426914153
0,Negative,linux <= 0.00 AND cve <= 0.00 AND secur <= 0.00 AND overflow <= 0.00 AND arbitrari <= 0.00 AND escal <= 0.00,0.9581673306772909
0,Negative,linux <= 0.00 AND secur <= 0.00 AND cve <= 0.00 AND overflow <= 0.00 AND vulner <= 0.00 AND 0.05 < bug <= 0.06 AND gcp <= 0.00,0.9601593625498008
